reference,title,description,price_preview,created_at,city,spec_Carte graphique,spec_Etat,spec_Marque,spec_Processeur,spec_RAM,spec_Reférence carte graphique dédiée,spec_Reférence carte graphique integrée,spec_Taille du disque,spec_Taille écran,spec_Type disque
LOQ Essential ,Lenovo LOQ Essential Core i5-12450HX/16Go DDR5/512Go SSD/RTX 3050 6Go/Ecran 15.6 FHD 144Hz/Win11 Pro,"Nouveau
✅Processeur :		Intel Core i5-12450HX, 8C (4P + 4E) / 12T, P-core jusquâÃ  4,4 GHz, E-core jusqua 3,1 GHz, 12 Mo
✅Mémoire installée (max):		1 x 16 Go SO-DIMM DDR5-4800, JusquâÃ  32 Go de mÃ©moire DDR5-4800
✅Espace de stockage :		512 Go SSD M.2 2242 PCIe® 4.0x4 NVMe®
✅Ecran :	15.6″ FHD (1920 x 1080), IPS, 16:9, 144Hz, 100% sRGB, 300nits,
✅Carte graphique :		NVIDIA GeForce RTX™ 3050 6 Go GDDR6, horloge Boost 1432MHz, TGP 65W, 142 AI TOPS
✅Lecteur optique :		Non inclut
✅Système audio :		Haut-parleurs stéréo, 2W x2, optimisés avec Nahimic Audio
✅Webcam :		HD 720p avec obturateur de confidentialité
✅Réseau :		Wi-Fi® 6, 802.11ax 2x2 + BT5.2
✅Entrée(s) / Sortie(s) :		
2 ports USB-A (USB 5 Gbit/s / USB 3.2 Gen 1), 
1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), transfert de données uniquement, 
1x HDMI® 2.1, jusqu’à 8K/60Hz, 
1x prise combo casque / microphone (3,5 mm), 
1x Ethernet (RJ-45), 
1x Lecteur de carte, 
1x connecteur d’alimentation
✅Systéme d/’exploitation :		Windows 11 Pro
✅Batterie :		57Wh
✅Autonomie :		Adaptateur Pointe mince de 135 W (3 broches)
✅Dimensions :		359,3 x 236 x 19,9 à 22,95 mm
✅Poids :		1,77 kg
✅Garanties :		12 Mois de garantie
✅Autres :		Clavier AZERTY Non rétroéclairé",169900,2025-08-10T09:32:32.000Z,Hydra,Dédiée,Neuf jamais utilisé,Lenovo,"Intel Core i5-12450HX, 8C (4P + 4E) / 12T, P-core jusqu' 4,4 GHz, E-core jusqua 3,1 GHz, 12 Mo",16 GO,"NVIDIA GeForce RTX™ 3050 6 Go GDDR6, horloge Boost 1432MHz, TGP 65W, 142 AI TOPS",,512GO,"15"" ",SSD
TM420,Pc portable Asus Vivobook Flip 360 tactile ,"Ryzen 5500, Ram 8Go, 512GB SSD.
FHD.
Écran tactile.
Peut-être utiliser comme tablette.",,2025-07-28T17:03:48.000Z,El hadjar,Integrée + Dédiée,Etat neuf,Asus,Ryzen 5500,8 GO,Amd,Amd,512GO,"14"" ",SSD
,Lenovo ideapad3 i5 11éme (8/512) avec sa boîte et tout ses accessoires (utilisé),"✅Processor :1x 11th Generation Intel® Core™ i5-1155G7 Processor(Core™ i5-1155G7)
✅Ram:  8 GB ddr4
✅ Stockage :512 GB SSD 
✅Réseau : 1x Wireless 802.11 2x2 AC; Bluetooth® 5.1 or above
✅Ports : 1x 1 USB 3.0; 1 USB Type C; DC Jack(round); Combo of 3.5mm Stereo Headphone Output; SD Card reader; 1 HDMI in/out; 1 USB 2.0
✅Camera :1x 720P HD Camera with Array Microphone
✅Carte graphique : 1x Intel® Iris® Xe Graphics
✅Écran :15.6"" FHD
✅ État:10/10
✅Avec sa boîte et chargeur original 
✅Tel:",75000,2025-08-08T07:51:30.000Z,Naciria,Intégrée,Etat neuf,,Intel i5 1155G7,8 GO,,Intel xe graphics,512GO,"15.6"" ",SSD
M1 2020,Mac book m1 2020,"Mac book m1 2020
Ram 8
256 ssd
Cycle 22 
Batterie 100",,2025-03-07T09:58:54.000Z,Sidi lakhdaara,,Etat neuf,,,8 GO,,,256GO,,SSD
,MACBOOK AIR 13.3 2017 I5 1.8GHZ 8GO 256GO SSD CYCLE 282,"MACBOOK AIR
13.3""
2017
CPU INTEL CORE I5 1.8GHZ 
RAM 8GO DDR3L 1600MHZ
DISQUE 256 GO SSD
WIFI BLUETOOTH/WEB CAM
USB 3.1
GRAPHIC
INTEL HD 6000 GRAPHIC 
ECRAN 13.3"" FULL HD 1080P LED
ANTIREFLET IPS
CLAVIER RETRO ECLAIRE
MAC OS BIG SUR 11.1
CYCLE 282
PRIX : 54000da

- - - - - - - - - - - - - - - - - - -
MOBILE 📱 COMMERCIAL RABAH : 
POSSIBILITE DE FACTURATION
LIVRAISON GRATUITE SUR 58 WILAYAS
GARANTIE DE 6 MOIS + SERVICE APRES VENTE
#PROTECHASSIBA THE BEST LAPTOPS
E-MAIL:
SITE WEB : 

#neverstopexploring #fyp #foryourprofil #viral #algérienne #جزائريات #pcgames #pcgamer cgamer #pc #informatique #computer #technology chnology #dzair #dz #laptopgaming #laptop #tech #dzpower🇩🇿 #شوشع_العالمية🇩🇿 #الشعب_الصيني_ماله_حل😂😂 #fypシ @大好物は高カロリー🐷୭*ﾟ #tik_tokd",54000,2025-07-01T16:24:49.000Z,Alger centre,,Neuf jamais utilisé,,,,,,,,
,PC Gamer ASUS ROG Strix G17 G712-LV,"PC neuf acheté sa fait quelques mois avec son chargeur d'origine, 
وحش الكمبيوترات 
ASUS ROG Strix , pc très puissant pour le travail comme pour les jeux .
Processeur Intel i7 10th 10750.
Carte graphique intégrée (Intel GPU) et dédiée (RTX 2060) DDR5.
Les RAM DDR4 16Go fréquence 3200hrz.
Écran 17.3"" résolution 1920 × 1080 144Hz.
Carte graphique Nvidia GEFORCE RTX 2060 ti DDR5 16Go.
Disque dur SSD 1To
Système de refroidissement très performant.

",165000,2025-01-23T14:01:37.000Z,Dely brahim,Integrée + Dédiée,Etat neuf,ASUS ROG,Intel Core I7 10th 2.6GHz × 2,16 GO,Nvidia GEFORCE RTX 2060ti Super DDR5 16Go,GPU intel Graphics,1000GO,"17.3"" ",SSD
DELL LATITUDE 5310,"DELL LATITUDE 5310 I5 10th 16 GB 256 GB SSD FHD 13""","Disponible chez TRETEC INFORMATIQUE Magasin de service , vente et dépannage de matériel informatique -BAB EZZOUAR-
ORDINATEUR PORTABLE Importé d’Europe ""Caba"" Très Haute Qualité et Bonne Prix Avec **GARANTIE**
------------------------------------------
• FOURNIR AVEC CHARGEUR ORIGINAL
• LIVRAISON A DOMICILE
• GARANTIE 02 MOIS + SERVICE APRES VENTE
------------------------------------
• PRODUIT : ORDINATEUR PORTABLE
• MARQUE : DELL
• MODELE : LATITUDE 5310
-------------------------------------
CARACTERISTIQUE :
• PROCESSEUR : Intel® Core™ i5-10310U ""10th Génération"" 8M Cache, up to 4.90 GHz
• MEMOIRE : 16 GB
• STOCKAGE : 256 GB SSD
• ECRAN : 13"" FULL HD (1920 X 1080)
• CARTE GRAPHIQUE INTIGREE : Intel® UHD Graphics
• INTERFACES : 2 X USB 3.0 / 1 X USB TYPE C / 1 X HDMI
• WIFI + BLEUTHOOT + WEB CAM
• SYSTEM D’EXPLOITATION : WINDOWS ORIGINAL


PRIX : 54 000,00 DZD


*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
---------------------------------
•Contact : -
• Email :
• Page Facebook :
• SITE Web :",54000,2025-08-05T07:48:49.000Z,Bab ezzouar,Intégrée,Bon état,DELL,I5 10310U,16 GO,,INTEL IRIS XE GRAPHICS,256GO,"13"" ",SSD
L14,LENOVO THINKPAD L14/INTEL i7-1255u 4.8 /ram 16 gb/disk 512gb ssd/AMD RADEION graphique 4gb,"
🛑 PROMOTION 🤩🤩🤩 
🔴 أجهزة Thinkpad لا تكف عن إبهارنا بقدرتها على الجمع بين المواصفات الخارقة وكل ماهو جميل ، لكن هذه المرة مختلفة، حاسوب من الكربون مع لون جميل ودقة شاشة عالية جدا  وخصائص قوية جدا، معالج من الجيل الحادي عشر ورامات عالية السرعة وتردد  كل هذا في ⏪⏪
🛑 LENOVO THINKPAD L14 GEN 3😍
 🔴  INTEL i7-1255u 4.8
 🔴 ram  16 gb ddr43200HZ
 🔴disk 512gb ssd nvum
 🔴 carte graphique
 ⏩ AMD RADEION graphique 4gb
 🔴ecran 14 pouce fulhd  😍
 🔴 clavier  lumineux 
 🔴 chargeur original 
 🔴 empreinte digitale  
 🔴 windows 11 original  
🔴prix :1130000da 
 وبزاااف صوالح ...
  Livraison 58 wilaya
 
 البيع في المحل 
  Microsoft pro babzouar
🔴 Adresse du Magasin 🏪 : Bab Ezzouar enface USTHB
Microsoft pro
P58P+RQ9, Bab Ezzouar


رابط صفحتنا على الأنستغرام 
/...
POSSIBILITE DE FACTURATION
LIVRAISON GRATUITE SUR 58 WILAYAS",113000,2024-12-19T08:16:00.000Z,Bab ezzouar,Dédiée,Etat neuf,,INTEL i7-1255u 4.8,16 GO,,AMD RADEION graphique 4gb,512GO,"14"" ",SSD
,Macbook pro m1 mdm ,"Macbook pro M1 ( MDM) 

 ■ Processeur M1 

 ■ 8Go Ram 

 ■ MacOS sonoma 14.0 

 ■ écran 13.3"" ( 2560×1600 ) 

 ■ 512Go SSD 

 ■ cycle 173 

 ■ chargeur mac original 

 ■ prix 125000Da 🔥🇩🇿

 ■ garentie 3 mois 

 ■ numéro whatssap 

 ■ livraison disponible",125000,2025-07-23T16:56:45.000Z,Chlef,Intégrée,Bon état,,M1,8 GO,,,512GoGO,"13.3"" ",SSD
ASUS ROG ZEPHYRUS DUO 15,ASUS ROG ZEPHYRUS DUO 15 RYZEN 9 5900HX 32 GB 2 TB SSD RTX 3070 8GB,"• Disponible Chez #Tretec_informatique ""Magasin de Service, Vente et Dépannage de matériel informatique"" - Bab Ezzouar -
—————————————————————————
• FOURNIR AVEC CHARGEUR ORIGINAL
• LIVRAISON A DOMICILE
• GARANTIE 02 MOIS + SERVICE APRES VENTE
—————————————————————————

Produit : Ordinateur Portable
Marque : ASUS
Modèle : ROG ZEPHYRUS G14

Caractéristiques :

• Processeur: AMD RYZEN 9 5900HX 
• Memoire vive: 32 Go
• Disque Dur:  2 TB SSD
• Ecran: 15"" FHD ( 1920 × 1080 )
• Carte Graphique integree AMD REDON GRAPHICS
• Carte Graphic Dédiée NVIDIA GEFORCE RTX 3070 8GB 
• Clavier Lumineux
• FACE ID ‘’RECONAISSANCE FACIALE
• Interfaces : 3 x USB 3.0 / 1 x TYPE C / HDMI / RJ45
• WIFI/ BLUETOOTH/ WEB CAM
• System d'exploitation: Windows Original


Prix: 385 000.00 DZD

*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
---------------------------------------------
•Contact : 0559425599
• Email : contact@tretec-dz.com
• Page Facebook : www.facebook.com/tretec.dz
• SITE Web : www.tretec-dz.com
• https://maps.app.goo.gl/YtG9YiR813uLCYCbA",385000,2025-01-02T14:17:50.000Z,Bab ezzouar,Integrée + Dédiée,Bon état,ASUS,AMD RYZEN 9 5900HX,32 GO,NVIDIA GEFORCE RTX 3070,AMD RADEON GRAPHICS,2TBGO,"15"" ",SSD
07390,MICRO PORTABLE DELL LATITUDE 7390,"Processeur: i5-8250 
8eme generation
RAM: 8GB 
DISK: 256GB
ECRAN 14POUCES LED FHD
 ",54000,2025-08-06T10:45:35.000Z,Oran,Intégrée,Bon état,dell,i5-8eme gen,8 GO,,INTEL UHD GRAPHICS,256GO,"14"" ",SSD
HP15,LAPTOP HP 15  i5 12EME SILVER (i5-1235U) 8GB RAM/ 256GB SSD/ECR 15.6''/WIN11,"Laptop HP 15

  *Processeur : Intel Core i5-1235U de 12ᵉ génération, décacœur (2 cœurs Performance, 8 cœurs Efficient), 
    fréquence de base de 3,3 GHz pouvant atteindre 4,4 GHz, avec 12 Mo de cache.
  *Écran : Écran de 15,6 pouces Full HD (1920 x 1080), technologie TN, bordures micro-edge, antireflet.
  *Mémoire vive (RAM) : 8 Go DDR4.
  *Stockage : SSD M.2 PCIe NVMe de 256 Go.
  *Carte graphique : Intel Iris Xe intégrée.
  *Connectivité :
       *Wi-Fi 6.
       *Bluetooth 5.3.
  *Ports :
       *1 port USB Type-C (5 Gbps, transfert de données uniquement).
       *2 ports USB Type-A (5 Gbps).
       *1 port HDMI 1.4b.
       *1 prise combinée casque/microphone.
  *Système d'exploitation : Windows 11 Home.
  *Autres caractéristiques :
       *Caméra HP True Vision avec obturateur de confidentialité.
       *Suppression du bruit assistée par IA.
       *Clavier avec pavé numérique


LIVRAISON DISPONIBLE 
PRODUIT NEUF SOUS EMBALLAGE ET GARANTIE ",1,2025-08-05T08:06:59.000Z,Adrar,Intégrée,Neuf jamais utilisé,INTEL,i5 12EME,8 GO,INTEL IRIS XE,,256GO,"15"" ",SSD
HP EliteBook 645 G11,"HP EliteBook 645 G11 RYZEN 5 PRO 32 GB 512 GB SSD 14"" FHD","💻 HP ELITEBOOK 645 G11💻
• Processeur : AMD RYZEN 5 PRO 7535U
• RAM : 32GB
• Stockage : 512GB SSD
• Écran : 14"" FHD (1920X1080)
• Carte graphique intégrée: AMD RADEON ®GRAPHICS
• Système d'exploitation : WINDOWS

Prix: 132 000 DA❌ Prix: 107 000 DA✅ 

•• Possibilité de facturation pour les entreprises ••


®️ Garantie deux mois
💰 Paiement a la livraison
📦 Livraison 58 Wilaya",107000,2025-07-31T17:46:41.000Z,Bab ezzouar,Intégrée,Bon état,HP,AMD RYZEN 5 PRO 7535U,32 GO,,AMD RADEON GRAPHICS,512GO,"14"" ",SSD
Latitude 7430,Dell Latitude 7430 i5 12 Gen 16/256ssd ecran 14 FHD intel iris xe etat 10/10,"🔥l’affaire du jour 🔥
💻 DELL LATITUDE 7430💻
Batterie excellente 
État 10/10 
✅Cpu: intel i5 -1235U  1’30 GHz  ⚡
✅Ram: 16 Gb DDR4 🚀
✅Disque : 256  Gb SSD n me📀
✅Carte Graphique : intel iris Xe🎮
✅Écran : 14"" FULL HD 🏞️
✅HDMI/ USB 3.1 Type C
✅2 Port USB 3.0
✅Lecteur Carte Mémoire
✅Webcam / Wi-Fi / Bluetooth
✅Windows 10 Pro 64Bit 💯💯💯💯
✅Autonomie de la batterie +5H 🔋🔋🔋
✅Avec Chargeur Original 🔌🔌🔌🔌
✅Avec Garantie 🧾🧾🧾🧾
✅Magasin hassiba informatique 
Prix : 89 000  DA
Alger centre Hassiba Informatique 
👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇
📌 Adresse : 01 rue hassiba ben bouali proximité
Direction régionale dès impôts
Hassiba Informatique 
0558 91 36 48 
0663 19 84 37 watsup",89000,2024-10-09T18:22:38.000Z,Alger centre,Intégrée,Etat neuf,Dell,Intel core i5 1235u 2.30GHz,16 GO,,Intel iris xe Graphics,256GO,"14"" ",SSD
Vivobook x1404z,Asus vivobook X1404Z,"Etat neuf 
CPU: i7-1255U
Ram:16gb
SSD: 1 To
Clavier AZERTY ",120000,2024-09-19T12:55:54.000Z,Mohammadia,Intégrée,Etat neuf,Asus,I7-1255U 1.7 ghz,16 GO,,Iris,1000GO,"14"" ",SSD
,"LAPTOP LENOVO THINKPAD T14s I5-1235U 16GB RAM 512GB SSD ECRAN 14"" FHD TACTILE ","LAPTOP LENOVO THINKPAD T14s 

I5-1235U

16GB RAM 512GB SSD 

ECRAN 14"" FHD TACTILE 

**Prix** : 105000da 

  Livraison à domicile disponible 58 wilaya Paiement à la Livraison",105000,2025-07-10T09:30:27.000Z,Bab ezzouar,Intégrée,Etat neuf,Lenovo,I5-1235U,16 GO,,,512GO,"14"" ",SSD
,Acer prédateur i9 13 ème 16 gb ram 1000 gb ssd,"Acer prédateur état neuf avec chargeur original 
Magasin oran  
",275000,2025-03-18T10:01:53.000Z,Oran,Integrée + Dédiée,Etat neuf,Acer,I9,16 GO,Rtx 4060,,1000GO,"15"" ",SSD
Hp 15s ,Hp 15s i5 12em 8gb ssd 512 IRIS,"produit caba 
Etat 10 
Vente avec une garantie ",85000,2024-10-31T09:14:13.000Z,Oran,Intégrée,Etat neuf,Intel,I5 1235u,8 GO,,IRIS xe,512GO,"15"" ",SSD
HP EliteBook 840 G11,HP EliteBook 840 G11 Intel Core Ultra 5 - 16 Go RAM - 512 Go SSD,"Le HP EliteBook 840 G11 est un ordinateur portable puissant et polyvalent, idéal pour les professionnels travaillant en mode hybride.
Il est équipé d’un processeur Intel® Core™ Ultra 5 125U de dernière génération, offrant une performance optimale avec ses 12 cœurs et 14 threads, ce qui permet de gérer des tâches intensives avec rapidité et efficacité. Doté de 16 Go de RAM DDR5-5600 MHz, il garantit une fluidité dans les processus multitâches, tandis que son disque SSD PCIe® NVMe™ M.2 de 512 Go offre une grande capacité de stockage et une rapidité d'accès aux données. L’écran WUXGA de 14 pouces avec technologie IPS et anti-reflets améliore l’expérience visuelle en offrant une résolution claire et nette, idéale pour le travail et les loisirs.
La sécurité est au cœur du HP EliteBook 840 G11 grâce à HP Wolf Security for Business, une solution de défense intégrée qui protège contre les menaces et les cyberattaques, assurant une protection constante. La caméra IR 5 MP intégrée, ainsi que le clavier rétroéclairé résistant aux éclaboussures, garantissent une utilisation confortable et sécurisée, même lors de visioconférences ou de déplacements. De plus, HP Sure Click et HP Sure Start assurent une protection supplémentaire contre les logiciels malveillants, en récupérant automatiquement le BIOS en cas d'attaque ou de corruption du système, ce qui renforce la fiabilité de cet ordinateur pour les professionnels soucieux de la sécurité de leurs données.
Avec un poids à partir de 1,41 kg et une connectivité complète, incluant deux ports Thunderbolt™ 4 et la technologie Wi-Fi 6E, cet ordinateur portable est conçu pour la portabilité et la flexibilité. Il permet de rester connecté même dans des environnements sans fil denses, et la prise en charge du Gigabit assure une navigation fluide. Grâce à Windows 11 Professionnel, le HP EliteBook 840 G11 combine performances, sécurité et facilité d’utilisation pour répondre aux besoins des professionnels modernes.",170000,2025-05-29T10:54:55.000Z,Alger centre,Intégrée,Neuf jamais utilisé,HP,"Processeur Intel Core™ Ultra 5 125U (jusqu’à 4,3 GHz avec la technologie Intel Turbo Boost, 12 Mo de mémoire cache L3, 12 cœurs, 14 threads)",16 GO,,,512GO,"14"" ",SSD
Rèf: V3-21,Laptop Lenovo ThinkPad x390 Yoga (Rèf: V3-21),"💠 Processeur : i5-8265U Min : 1.8GHz / (8CPUs)
💠 RAM :8GB
💠 SSD :256GB
💠 Clavier lumineux + Empriente + Face ID
💠 Carte Graphique : Intel UHD Graphics 620
💠 État :9.3/10 ( che9a f zdjadja extérieur +1/2 port type C Hors service ❎ )
💠 Estimation Batterie 🔋: +3h
💠 Écran :13.3"" FHD Ècran Tactile avec Stylo + Rotation 360
💠 Cartdable + gargeur original
 ",47000,2025-07-17T17:00:43.000Z,Zanat el beida,Intégrée,Etat neuf,Lenovo,i5-8265U Min : 1.8GHz /Max:3.9GH (8CPUs),8 GO,,Intel UHD Graphics 620,256GO,"13.3"" ",SSD
,Macbook air M2 8gb/256gb neuf,"🔹 Modèle : MacBook Air avec puce Apple M2
🔹 Année : 2022
🔹 Couleur : Gris sidér)

🔹 Batterie : Excellente autonomie (jusqu’à 18 heures selon usage)


---

✨ Caractéristiques techniques :

⚙️ Processeur : Apple M2 – 8 cœurs CPU / 10 cœurs GPU

💾 Mémoire RAM : 8 Go – Parfait pour multitâche, navigation, bureautique, création de contenu

🚀 Stockage : 256 Go SSD – Ultra rapide pour démarrages et transferts

📺 Écran : 13,6 pouces Liquid Retina (2560 x 1664) – Couleurs éclatantes et précises

🎥 Caméra : FaceTime HD 1080p – Idéal pour les appels en visio

🎹 Clavier : Magic Keyboard rétroéclairé avec capteur Touch ID

🔇 Silencieux : Conception sans ventilateur

🔋 Autonomie : Jusqu'à 18h en lecture vidéo",210000,2025-07-29T13:37:27.000Z,Alger centre,,Neuf jamais utilisé,Apple,M2 8 core,8 GO,,,256GO,"13.6"" ",SSD
DELL XPS 13 9315 2IN1  12th,DELL XPS 13 9315 2IN1/ INTEL I7-1250U /ram 16gb ddr5/1024 GB SSD/13.3pouce 3k TACTILE/INTEL IRIS XE ,"#لسنا_الوحيدين_لكننا_الافضل 😍
♦  الهدف تاعنا معادش انو نبيعو وخلاص ولينا نحبو نجيبو احسن المنتحات واحسن الحواسيب في العالم مشي دزاير يعني اي حاسوب نجيبوه لازم يكون دبابة حقيقة 
لانو بصراحة اي واحد يشري حاسوب راح يكون جزء من الحياة تاعو ولهذا نحبو نجيبو حاجة تقنع الزبون 🥰
⏪نخليوكم مع هذي التحفة اليوم
 🔴 DELL XPS 13 9315 2IN1  12th   🤩
 🔴  INTEL I7-1250U  4.9ghz
 🔴 ram 16gb ddr5  5200 Mhz
 🔴disk 1024  gb ssd nvum 4GEN 
 🔴 carte graphique
 ⏩INTEL IRIS XE GRAPHIQUE 4GB
 🔴ecran 13.3pouce 3k  TACTILE 😍😍😍
 🔴 clavier   lumineux rgb
 🔴 chargeur original
 🔴 windows 11 original
🔴prix :175000DA 
  Livraison 58 wilaya
 
 البيع في المحل 
  Microsoft pro babzouar
🔴 Adresse du Magasin 🏪 : Bab Ezzouar enface USTHB
Microsoft pro
, Bab Ezzouar

",175000,2025-01-29T08:09:19.000Z,Bab ezzouar,Intégrée,Etat neuf,,INTEL I7-1250U  4.9ghz,16 GO,,INTEL IRIS XE GRAPHIQUE 4GB,1024GO,"13.3"" ",SSD
A2918,MACBOOK PRO 2023 M3,"⚫PRODUITS ORIGINAL
⚫ VENTE DANS UN MAGASIN AVEC GARANTIE  
⚫ VENTE AVEC FACTURE ? ((POUR LES entreprises ))  
⚫  LES FACTURES PROFORMA DISPONIBLE   
⚫ LA LIVRAISON 58 WILAYA ?  
⚫ BIENVENU À TOUS DANS LA BOUTIQUE iTech COM  
⚫ ALGER KOUBA LA CROIX EN FACE CEM 7 ENFANCE BATIMENT ROUGE  
⚫ MAPS ; ITECH COM KOUBA   
⏩ Bienvenue sur INSTAGRAM? '' iTech Com '' 
⏩Disponible à tout moment jusqua ? 20:00h avec livraison ? immédiate sur Alger et 58 Wilaya 24 Heures
⏩pour plus D'informations ☎️ contacte moi sur le numéro , merci",250000,2024-09-22T12:49:46.000Z,Kouba,,Bon état,APPLE,M3,8 GO,,,512GO,"14"" ",SSD
5530,"DELL LATITUDE 5530 Intel Core i5-1235U cache 12 Mo, jusquà 4,40 GHz, RAM 8GB 512GB SSD 15.6 FULL HD ",,145000,2024-12-25T08:09:20.000Z,Bab ezzouar,Intégrée,Neuf jamais utilisé,DELL,"Intel®️ Core™️ i5-1235U  cache 12 Mo, jusqu’à 4,40 GHz, avec IPU",8 GO,,Graphiques Intel®️ Iris®️ Xe,512GO,"15"" ",SSD
LENOVO THINKPAD T490s,"LENOVO THINKPAD T490s I7 8th 16GB 256GB SSD FHD 14""","Disponible chez TRETEC INFORMATIQUE Magasin de service , vente et dépannage de matériel informatique -BAB EZZOUAR-
ORDINATEUR PORTABLE Importé d’Europe ""Caba"" Très Haute Qualité et Bonne Prix Avec **GARANTIE**
------------------------------------------
• FOURNIR AVEC CHARGEUR ORIGINAL
• LIVRAISON A DOMICILE
• GARANTIE 02 MOIS + SERVICE APRES VENTE
------------------------------------
• PRODUIT : ORDINATEUR PORTABLE
• MARQUE : LENOVO
• MODELE : THINKPAD T490s
-------------------------------------
CARACTERISTIQUE :
• PROCESSEUR : Intel® Core™ i7-8665U ""8th Génération"" 8M Cache, up to 4.80 GHz
• MEMOIRE : 16 GB
• STOCKAGE : 256 GB SSD
• ECRAN : 14"" FULL HD (1920 X 1080)
• CARTE GRAPHIQUE INTIGREE : Intel® UHD Graphique 620
• LECTEUR EMPREINTE
• INTERFACES : 2 X USB 3.0 / 2 X USB TYPE C / 1 X HDMI
• WIFI + BLEUTHOOT + WEB CAM
• SYSTEM D’EXPLOITATION : WINDOWS ORIGINAL


PRIX : 62 000,00 DZD


*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
---------------------------------
• Contact : 0559425599

• Email : contact@tretec-dz.com

• Page Facebook : www.facebook.com/tretec.dz

• SITE Web : www.tretec-dz.com

• https://goo.gl/maps/qPRv6NosWeD2",62000,2024-07-30T14:12:58.000Z,Bab ezzouar,Intégrée,Bon état,LENOVO,Intel® Core™ i7-8665U,16 GO,,Intel® UHD Graphique 620,256GO,"14"" ",SSD
X1502VA-NJ852 - QUIET BLUE,ASUS Laptop Vivobook X1502VA I7 BLUE,"📌 PRODUIT DISPONIBLE 📌

Écran : 15.6"" FHD 

Processeur : I7-13620H

RAM : DDR4 16G[ON BD.]

Stockage : 512G PCIEG4

Carte Graphique : SHARED

Système : FREEDOS

Communication : WIFI6E(11AX)1*1_WW+BT

Batterie : 3CELL 42WH 

Clavier : CHICLET (US)

Couleur : QUIET BLUE
",,2025-06-25T17:50:42.000Z,Bir mourad rais,Intégrée,Neuf jamais utilisé,ASUS,I7-13620H,16 GO,,,512GO,"15"" ",SSD
,LAPTOP HP 14S-DQ2001NK,"Livraison 48 wilaya

Après 136,680 DZD (-12%)
Avant 157,080 DZD

Caractéristiques du système Système d'exploitation Windows 10 Famille 64 Logiciels - Productivité et finances Version d'essai de 1 mois pour les nouveaux clients de Microsoft 365 24 Famille de processeurs processeur Intel® Core™ i5 de 11e génération Processeur Processeur Intel® Core™ i5-1135G7 (jusqu’à 4,2 GHz avec la technologie Intel® Turbo Boost, mémoire cache L3 8 Mo, 4 cœurs) 6,7 Chipset Carte Intel® intégrée *Mémoire Mémoire 8 Go de mémoire RAM DDR4-2666 MHz (2 x 4 Go) (2 x 4 Go) *Stockage Disque interne Disque SSD PCIe® NVMe™ M.2 256 Go Service du cloud Dropbox 1 Lecteur optique Lecteur optique non fourni *Affiches graphiques Ecran Écran Full HD d’une diagonale de 35,6 cm (14 pouces) (1920 x 1080), micro-bord, antireflet, 250 nits, 45 % NTSC 17 Carte graphique Intégré: Carte graphique Intel® Iris® Xᵉ *Caractéristiques d'extension Ports 1 port USB Type-C® SuperSpeed, vitesse de transfert de 5 Go/s 2 ports USB Type-A SuperSpeed, vitesse de transfert 5 Gbit/s 1 port HDMI 1.4b 1 adaptateur secteur Smart Pin 1 prise combinée casque/microphone Logements d'extension 1 lecteur de cartes multimédias SD multiformat *Périphériques multimédia Appareil photo Caméra HP True Vision HD 720p avec microphones numériques à double entrée intégrée Fonctions audio Doubles haut-parleurs *Périphériques d'entrée Clavier Clavier argent naturel, de grande taille *Communications Sans fil Carte combinée Realtek RTL8821CE-M Wi-Fi® 802.11a/b/g/n/ac (1x1) et Bluetooth® 4.2 *Spécifications d'alimentation et de fonctionnement Type d'alimentation électrique Adaptateur secteur intelligent 45 W Type de batterie Li-ion 3 cellules 41 Wh Prend en charge la technologie de charge rapide de la batterie : environ 50 % en 45 minutes Poids de la batterie 210 g Performance énergétique Certifié ENERGY STAR® Homologué EPEAT® Silver *Dimensions et poids Dimensions (L x P x H) 32,4 x 22,5 x 1,79 cm (Les dimensions varient selon la configuration) Poids 1.46 kg (Le poids varie selon la configuration) *Conception Couleur produit Argent naturel Conception du produit Capot et base peints, cadre de clavier en finition moulée avec un motif brossé vertical *Contenu Garantie Garantie limitée d'un an comprenant pièces, main d'œuvre et service d'enlèvement Applications HP comprise HP 3D DriveGuard Commutateur audio HP HP CoolSense HP JumpStart HP Support Assistant Logiciels inclus McAfee LiveSafe™ 2 ExpressVPN (30 jours d’essai gratuit)
",0,2021-09-18T13:46:54.000Z,Ksar chellala,,Neuf jamais utilisé,HP,"Intel® Core™ i5-1135G7 (8 Mo de cache, jusqu&#039;",8 GO,,,,,SSD
